OBJECTID,english_ro,RoadClass,LandUse,priority_score,query_lon,query_lat,mapillary_has_coverage,mapillary_image_count,sidewalk_present,crossing_present,school_context,market_context,transit_stop_context,pedestrian_activity_visible,mapillary_api_value_count,mapillary_feature_error,mapillary_api_values,school_or_market_context,speed_sign_visible,notes,mapillary_images_cached,mapillary_image_rank,mapillary_image_id,mapillary_captured_at,mapillary_compass_angle,mapillary_is_pano,mapillary_image_lon,mapillary_image_lat,mapillary_thumbnail_url,mapillary_api_errors
3766,,trunk,URBAN,0.9389080311522005,73.653946,18.7279567,1,175,0.0,1.0,0.0,1.0,0.0,0.0,71,,marking--discrete--crosswalk-zebra;object--sign--advertisement;object--sign--back;object--sign--store;object--street-light;object--support--utility-pole;object--traffic-cone;object--traffic-light--general-horizontal-front;object--traffic-light--general-upright-back;object--traffic-light--general-upright-front;object--traffic-light--other;object--traffic-sign--back;object--traffic-sign--direction-front;object--traffic-sign--front;object--trash-can,,,,1.0,1.0,1920966935496900.0,1765607464480.0,142.0,False,73.65362048149109,18.728470685762577,,
3991,,trunk,RURAL,0.9385170565339516,73.1947033,19.3716729,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3933,,trunk,URBAN,0.9388651902533294,74.1323377,18.692355,1,71,0.0,1.0,0.0,1.0,0.0,1.0,128,,object--banner;object--sign--advertisement;object--sign--back;object--sign--store;object--street-light;object--support--pole;object--support--utility-pole;object--traffic-light--general-horizontal;object--traffic-light--general-horizontal-back;object--traffic-light--general-horizontal-front;object--traffic-light--general-upright;object--traffic-sign--direction-back;object--traffic-sign--direction-front;object--traffic-sign--front;warning--pedestrians-crossing--g1,,,,1.0,1.0,507531447045659.0,1505045770000.0,46.693263542307,False,74.13197636604309,18.69215225404966,,
3654,,trunk,RURAL,0.9382641139672484,75.2156456,17.0526777,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3972,,motorway,URBAN,0.9377089565713896,73.0193025,19.0631575,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,1.0,1.0,1955812181239404.0,1495348394000.0,176.71784973145,False,73.01921904087067,19.063147143190136,,
3649,,motorway,URBAN,0.9378043359590956,73.7999699,19.9955832,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3364,,trunk,RURAL,0.93742336917003,76.5876821,17.8484697,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3859,,trunk,RURAL,0.9375960643540716,73.157037,18.521312,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3525,,primary,RURAL,0.9364815909624876,74.3056745,18.2778039,1,5,0.0,0.0,0.0,0.0,0.0,0.0,2,,object--sign--advertisement,,,,1.0,1.0,1602321507040820.0,1734942964508.0,0.0,False,74.30635750293732,18.277855856387205,,
3716,,trunk,RURAL,0.9358449574275104,74.0318128,19.8221641,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3742,,trunk,RURAL,0.9350386300114965,74.0625839,19.1626056,1,26,0.0,0.0,0.0,1.0,0.0,0.0,39,,object--sign--advertisement;object--sign--back;object--sign--store;object--support--utility-pole;object--traffic-sign--back;object--traffic-sign--direction-front;object--traffic-sign--front;regulatory--stop--g1;warning--crossroads--g1;warning--road-bump--g1,,,,1.0,1.0,914686847741851.0,1768885475037.0,160.83621317465466,False,74.06195998191833,19.162438067139377,,
3953,,trunk,RURAL,0.9348387104645433,74.4283213,18.8841365,1,91,0.0,0.0,0.0,1.0,0.0,0.0,36,,complementary--chevron-left--g1;complementary--chevron-right--g1;object--sign--advertisement;object--sign--back;object--sign--store;object--street-light;object--support--utility-pole;object--traffic-sign--back;object--traffic-sign--front;warning--curve-right--g1;warning--two-way-traffic--g1,,,,1.0,1.0,1973347343529940.8,1772155671000.0,34.0,False,74.42800641059875,18.883305287925637,,
3690,,trunk,RURAL,0.9350117158878036,73.6288282,19.7225133,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3777,,trunk,RURAL,0.9345431675215092,74.5401713,19.5275378,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3420,,trunk,URBAN,0.933473114111562,77.7936954,20.975513,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3413,,trunk,RURAL,0.9321909337642752,77.4380098,20.5903977,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3760,,trunk,RURAL,0.9314007579597274,72.8956624,19.3805512,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3836,,trunk,URBAN,0.9288576469087276,72.8771547,19.437423,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3917,,motorway,URBAN,0.9292785822695148,73.037783,19.0257377,1,34,0.0,0.0,0.0,0.0,0.0,0.0,1,,regulatory--maximum-speed-limit-30--g1,,,,1.0,1.0,567244726409707.0,1743558393459.0,127.29236397417876,False,73.03757071495056,19.026120200089153,,
3403,,trunk,RURAL,0.9285113711388288,75.9221186,21.0132833,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3941,,trunk,URBAN,0.9288777462271076,72.9859058,19.2106799,1,33,0.0,0.0,0.0,0.0,0.0,0.0,18,,object--sign--advertisement;object--sign--back;object--street-light;object--support--utility-pole,,,,1.0,1.0,1741378950639682.0,1780734419041.0,100.20534131349996,True,72.98615276813507,19.210690870193133,,
3493,,trunk,RURAL,0.9308262541856152,74.6637163,19.2690629,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3363,,trunk,RURAL,0.9284521747072074,77.1240203,18.9549047,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3988,,trunk,RURAL,0.9278247211158572,74.3957422,18.8365255,1,97,0.0,1.0,0.0,1.0,0.0,0.0,73,,complementary--obstacle-delineator--g3;marking--discrete--crosswalk-zebra;object--banner;object--sign--advertisement;object--sign--back;object--sign--store;object--support--utility-pole;object--traffic-sign--back;object--traffic-sign--front,,,,1.0,1.0,977421597866368.0,1742115001676.0,283.0,False,74.39582526683807,18.836536309361605,,
3730,,trunk,RURAL,0.92593191329755,76.461155,17.8590167,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3359,,trunk,RURAL,0.926762455058886,77.4089368,19.4308447,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3527,,trunk,URBAN,0.9299414414759858,73.7835423,18.6523674,1,296,0.0,0.0,0.0,1.0,0.0,0.0,149,,construction--barrier--temporary;marking--discrete--text--other;object--banner;object--junction-box;object--sign--advertisement;object--sign--back;object--sign--store;object--street-light;object--support--utility-pole;object--traffic-cone;object--traffic-sign--back;object--traffic-sign--front;object--trash-can;warning--road-narrows--g2;warning--traffic-merges-left--g2,,,,1.0,1.0,1148506990346445.0,1743232893034.0,324.07510157317205,True,73.78339111804962,18.652151303814502,,
3614,,trunk,RURAL,0.925789907395336,79.2488051,21.37342,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,1.0,1.0,216737989921278.0,1506783480000.0,202.74939480486,False,79.24918591976166,21.374131772550825,,
3188,,trunk,RURAL,0.925887726866786,76.4848805,18.6190998,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3276,,trunk,RURAL,0.925814039823561,75.6836004,20.7097367,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3704,,trunk,RURAL,0.9252414218855992,78.9930554,21.1489844,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3717,,trunk,RURAL,0.9249940566531673,73.9417756,20.105822,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3756,,trunk,RURAL,0.9245020939404356,74.6477083,19.3712235,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3684,,trunk,RURAL,0.9231446370096564,73.0206552,19.2023605,1,29,0.0,0.0,0.0,1.0,0.0,0.0,39,,object--catch-basin;object--junction-box;object--manhole;object--sign--advertisement;object--sign--store;object--street-light;object--support--utility-pole;object--traffic-sign--front,,,,1.0,1.0,1694152501701771.0,1780735483041.0,144.0527802590439,True,73.02089273929596,19.20230692239791,,
3246,,trunk,RURAL,0.9231548330738713,78.063175,21.0850476,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3604,,trunk,RURAL,0.9229262076845904,75.26528,19.846719,1,24,0.0,1.0,0.0,0.0,0.0,1.0,16,,object--banner;object--sign--advertisement;object--street-light;object--support--utility-pole;object--traffic-light--general-upright-front;object--traffic-sign--back;object--traffic-sign--direction-front;object--traffic-sign--front;regulatory--height-limit--g1;warning--pedestrians-crossing--g1,,,,1.0,1.0,1355778119750684.0,1772346436771.0,207.0,False,75.26469469070435,19.846199992262967,,
3382,,trunk,RURAL,0.9207780695033454,76.3145726,20.8410786,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3700,,trunk,URBAN,0.921727851185567,73.8580744,18.4624627,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3149,,trunk,RURAL,0.9206407694769227,75.1647875,17.4246288,1,9,0.0,0.0,0.0,1.0,0.0,0.0,4,,object--sign--advertisement;object--sign--store;regulatory--keep-left--g1,,,,1.0,1.0,838213888902175.0,1779430854035.0,246.04356384277344,False,75.16454637050629,17.424535341985262,,
3578,,primary,RURAL,0.9191441650277437,73.8296619,16.7924527,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3410,,trunk,RURAL,0.9189039666698504,75.3800213,19.9778097,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3952,,trunk,RURAL,0.9249123277910898,74.2015049,19.4771539,1,8,0.0,0.0,0.0,0.0,0.0,0.0,1,,object--support--utility-pole,,,,1.0,1.0,1269431545233307.0,1768888749037.0,46.56464025971263,False,74.20117199420929,19.477425605431236,,
3869,,motorway,URBAN,0.9186256193455418,73.0012161,19.0682066,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,1.0,1.0,1918294924984475.2,1495348212000.0,97.537063598633,False,73.00102293491364,19.068364326710057,,
3893,,motorway,URBAN,0.9197718347407968,72.9927673,19.0691164,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,1.0,1.0,2886852284925344.0,1495348157000.0,94.729682922363,False,72.99190878868103,19.069190745963752,,
3350,,trunk,RURAL,0.9186141474661124,77.3804224,19.3055452,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3317,,trunk,RURAL,0.9180052071387088,75.6440649,17.0459234,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3488,,trunk,URBAN,0.9186157474638814,73.7295509,18.6831779,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,1.0,1.0,1384676573314653.0,1765609822780.0,149.0,False,73.72975766658783,18.682964711785957,,
3190,,trunk,RURAL,0.917942862999058,75.0922785,18.6473157,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3465,,trunk,RURAL,0.9175001690629452,76.0740037,18.7138762,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3499,,trunk,RURAL,0.9173979225824174,74.039129,20.2133342,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3698,,trunk,URBAN,0.9144923754354676,74.5723078,20.5781083,1,8,0.0,0.0,0.0,0.0,0.0,0.0,3,,object--support--pole;object--support--utility-pole,,,,1.0,1.0,1117694548731051.0,1505126851000.0,67.501489333895,False,74.57240045070648,20.57822353178524,,
3389,,trunk,RURAL,0.9154716159001436,77.5827292,18.5548118,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3434,,trunk,URBAN,0.9148731330744986,73.7358886,18.6780804,1,92,0.0,0.0,0.0,0.0,0.0,0.0,83,,marking--discrete--other-marking;object--sign--advertisement;object--street-light;object--support--utility-pole;object--traffic-sign--back;object--traffic-sign--front,,,,1.0,1.0,1369104844356447.0,1747292318104.0,116.76367176476587,True,73.73642563819885,18.67838091757507,,
3935,,trunk,URBAN,0.9142660018948991,73.0469119,19.1430107,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3402,,primary,RURAL,0.9166417859460936,74.4651702,18.4264033,1,57,0.0,0.0,0.0,1.0,0.0,0.0,24,,object--sign--advertisement;object--sign--store;object--street-light;object--support--utility-pole;object--traffic-sign--back;object--traffic-sign--direction-front;object--traffic-sign--front;regulatory--stop--g1,,,,1.0,1.0,3456411047993823.0,1734936742572.0,0.0,False,74.46429669857025,18.426509545010575,,
3548,,trunk,RURAL,0.9140395133218115,75.7129921,17.6405116,1,9,0.0,0.0,0.0,0.0,0.0,0.0,6,,complementary--obstacle-delineator--g2;object--support--utility-pole;object--traffic-sign--direction-front;object--traffic-sign--front;regulatory--pass-on-either-side--g1,,,,1.0,1.0,977771068508477.0,1779427478037.0,241.9360809326172,False,75.71340680122375,17.640637808767778,,
3412,,trunk,RURAL,0.91267565988579,74.6771176,19.1851972,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3506,,trunk,RURAL,0.913654457649558,74.0781407,20.250208,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3886,,trunk,RURAL,0.9121836658005532,73.7082007,18.6967683,1,56,0.0,1.0,0.0,0.0,0.0,1.0,14,,object--sign--advertisement;object--traffic-sign--back;object--traffic-sign--front;warning--curve-left--g1;warning--pedestrians-crossing--g1;warning--uneven-road--g1,,,,1.0,1.0,712636431885504.0,1765609295750.0,122.0,False,73.70819807052612,18.69693892870231,,
3677,,trunk,URBAN,0.9130953368605323,74.4878117,20.5259365,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3663,,trunk,RURAL,0.9112798744681488,74.3901436,19.8431056,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3942,,primary,URBAN,0.9116537876722786,73.0119365,19.1041208,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3142,,trunk,RURAL,0.911085659488405,74.6978664,19.1095687,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3365,,trunk,RURAL,0.9117872811680612,74.1407285,20.30414,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3771,,primary,URBAN,0.9109219821567134,73.0245073,19.1125057,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3009,,trunk,RURAL,0.9108073365649336,77.8793204,21.0199225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3251,,trunk,RURAL,0.910003764700633,78.5348662,20.0020253,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,1.0,1.0,756426815026836.0,1506865236000.0,185.28069950155,False,78.53489220142365,20.00267899782979,,
3651,,trunk,RURAL,0.9099454815574984,73.0163693,19.2106815,1,38,0.0,0.0,0.0,0.0,0.0,0.0,37,,construction--flat--driveway;object--banner;object--catch-basin;object--manhole;object--sign--advertisement;object--sign--information;object--street-light;object--support--utility-pole;object--traffic-sign--direction-front;object--traffic-sign--front,,,,1.0,1.0,1516495226673167.0,1780735214005.0,127.40925560622829,True,73.01585555076599,19.21134434424104,,
3656,,trunk,RURAL,0.9098077074576628,74.7851227,21.052689,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,1.0,1.0,310767790497872.0,1505130704000.0,0.0,False,74.78494942188263,21.05281832288983,,
3346,,trunk,RURAL,0.910415710095742,75.1535515,20.0345952,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3911,,trunk,RURAL,0.9097041729615016,74.7438513,19.0993014,1,117,0.0,0.0,0.0,1.0,0.0,0.0,58,,complementary--obstacle-delineator--g3;object--sign--advertisement;object--sign--store;object--street-light;object--support--utility-pole;object--traffic-sign--back;object--traffic-sign--front;regulatory--turn-left--g1,,,,1.0,1.0,3124664814350735.0,1742009418483.0,147.0,False,74.74434077739716,19.09889347146637,,
3195,,trunk,RURAL,0.9094437933681312,73.0940905,18.8315527,1,25,0.0,0.0,0.0,0.0,0.0,0.0,11,,object--banner;object--sign--advertisement;object--street-light;object--support--pole;object--support--utility-pole,,,,1.0,1.0,765356607676898.0,1513916097204.0,187.60975646973,False,73.09392392635345,18.831464190973534,,
3543,,trunk,RURAL,0.9094912704261152,74.4793367,19.716013,1,12,0.0,0.0,0.0,1.0,0.0,0.0,9,,object--junction-box;object--sign--advertisement;object--sign--store;object--support--utility-pole,,,,1.0,1.0,550528454124597.0,1741940071765.0,260.0,False,74.47989642620087,19.71663137953729,,
3230,,trunk,RURAL,0.9092892977229836,78.5758164,20.1067312,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,1.0,1.0,302225698067465.0,1506864649000.0,218.24841882399,False,78.57581198215485,20.106546000079547,,
3874,,trunk,RURAL,0.9094360931610028,74.8791945,19.3473626,1,37,0.0,0.0,0.0,1.0,0.0,0.0,37,,object--sign--advertisement;object--sign--store;object--street-light;object--support--utility-pole;object--traffic-sign--back;object--traffic-sign--front,,,,1.0,1.0,912249031539821.0,1772161983000.0,17.0,False,74.87897157669067,19.346921879757403,,
3285,,trunk,RURAL,0.9091978956717794,73.9529543,18.1718383,1,29,0.0,0.0,0.0,0.0,0.0,0.0,35,,complementary--chevron-left--g1;complementary--chevron-right--g1;object--banner;object--sign--advertisement;object--support--utility-pole;object--traffic-sign--back;object--traffic-sign--direction-front;object--traffic-sign--front,,,,1.0,1.0,1127869958392589.0,1706925058271.0,183.73909986019137,False,73.9530462026596,18.17197006737686,,
3919,,motorway,URBAN,0.9089029592638476,73.0311987,19.0298037,1,40,0.0,0.0,0.0,0.0,0.0,0.0,12,,complementary--chevron-left--g1;object--junction-box;object--street-light;object--traffic-sign--front,,,,1.0,1.0,1451806719204428.0,1743558349105.0,80.01520143094865,False,73.03199172019958,19.029893249215732,,
3384,,trunk,RURAL,0.9069733863551912,76.6045405,20.6810127,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3984,,motorway,URBAN,0.906894494961924,73.1134624,18.9690566,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3949,,trunk,RURAL,0.9084702173835748,73.7383107,19.9387614,1,39,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,1.0,1.0,1133669497119270.0,1402328437574.0,45.970380766823,False,73.73848557472229,19.939156927062182,,
2961,,trunk,RURAL,0.9067073893404592,77.976163,21.0481584,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
3182,,trunk,RURAL,0.906265877102045,76.5659631,18.5149667,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,
